date,city,country,temp_high_c,temp_low_c,precipitation_mm,humidity_pct,condition
2021-07-14,Tokyo,Japan,21.4,12.6,24.3,55.4,Heavy Rain
2021-07-14,Sydney,Australia,14.4,7.4,0.1,48.3,Clear
2021-07-14,Cairo,Egypt,30.3,20.1,0.0,48.5,Partly Cloudy
2021-07-15,New York,USA,14.7,6.8,0.2,79.0,Partly Cloudy
2021-07-15,London,UK,16.0,7.0,1.9,59.1,Clear
2021-07-15,Tokyo,Japan,24.7,12.3,0.0,51.1,Partly Cloudy
2021-07-15,Sydney,Australia,15.8,10.2,0.0,46.5,Cloudy
2021-07-15,Cairo,Egypt,30.7,19.5,0.1,48.5,Hazy
2021-07-16,New York,USA,17.9,6.8,0.0,43.9,Partly Cloudy
2021-07-16,London,UK,11.3,3.4,0.5,66.1,Light Rain
2021-07-16,Tokyo,Japan,21.0,16.3,0.0,20,Partly Cloudy
2021-07-16,Sydney,Australia,13.7,3.6,0.9,91.5,Cloudy
2021-07-16,Cairo,Egypt,27.5,18.1,0.0,88.5,Cloudy
2021-07-17,New York,USA,14.0,6.9,0.2,36.5,Clear
2021-07-17,London,UK,12.6,10.6,0.3,39.1,Partly Cloudy
2021-07-17,Tokyo,Japan,18.5,10.6,0.0,60.1,Partly Cloudy
2021-07-17,Sydney,Australia,13.4,1.6,0.5,69.7,Clear
2021-07-17,Cairo,Egypt,27.5,19.3,0.1,57.1,Sunny
2021-07-18,New York,USA,12.1,3.2,28.3,44.6,Heavy Rain
2021-07-18,London,UK,22.9,5.6,0.4,61.4,Cloudy
2021-07-18,Tokyo,Japan,16.1,12.1,0.8,76.3,Partly Cloudy
2021-07-18,Sydney,Australia,9.5,7.5,0.2,91.4,Cloudy
2021-07-18,Cairo,Egypt,27.6,20.5,0.2,20,Sunny
2021-07-19,New York,USA,15.6,9.0,0.6,52.3,Sunny
2021-07-19,London,UK,18.0,9.1,0.2,89.8,Light Rain
2021-07-19,Tokyo,Japan,19.6,10.5,0.5,21.1,Cloudy
2021-07-19,Sydney,Australia,10.0,5.5,6.1,83.3,Heavy Rain
2021-07-19,Cairo,Egypt,26.2,16.8,0.0,35.0,Cloudy
2021-07-20,New York,USA,13.5,5.3,1.5,62.8,Sunny
2021-07-20,London,UK,16.8,6.5,1.0,80.1,Partly Cloudy
2021-07-20,Tokyo,Japan,19.0,12.2,0.2,50.9,Cloudy
2021-07-20,Sydney,Australia,15.4,6.5,0.0,95.9,Sunny
2021-07-20,Cairo,Egypt,27.4,20.8,0.0,61.6,Cloudy
2021-07-21,New York,USA,17.7,6.1,0.2,70.4,Clear
2021-07-21,London,UK,18.9,4.8,1.2,55.4,Sunny
2021-07-21,Tokyo,Japan,25.7,10.2,0.1,81.6,Clear
2021-07-21,Sydney,Australia,14.1,7.5,0.4,76.7,Cloudy
2021-07-21,Cairo,Egypt,28.2,23.4,0.1,34.3,Hazy
2021-07-22,New York,USA,17.2,6.2,0.0,74.1,Cloudy
2021-07-22,London,UK,14.1,9.5,0.3,65.0,Light Rain
2021-07-22,Tokyo,Japan,20.0,13.4,0.1,45.4,Light Rain
2021-07-22,Sydney,Australia,11.6,5.7,0.1,76.2,Light Rain
2021-07-22,Cairo,Egypt,28.1,22.0,0.4,35.0,Hazy
2021-07-23,New York,USA,14.4,9.7,1.9,82.2,Sunny
2021-07-23,London,UK,12.4,6.9,0.4,39.6,Partly Cloudy
2021-07-23,Tokyo,Japan,16.1,14.100000000000001,1.1,56.6,Cloudy
2021-07-23,Sydney,Australia,15.8,6.5,0.1,72.7,Cloudy
2021-07-23,Cairo,Egypt,32.6,21.2,0.0,20,Partly Cloudy
2021-07-24,New York,USA,12.9,6.2,2.3,82.2,Sunny
2021-07-24,London,UK,14.5,6.7,3.8,30.6,Light Rain
2021-07-24,Tokyo,Japan,17.6,10.7,2.4,70.7,Light Rain
2021-07-24,Sydney,Australia,15.0,3.2,2.1,83.6,Partly Cloudy
2021-07-24,Cairo,Egypt,25.2,21.7,0.6,63.0,Cloudy
2021-07-25,New York,USA,10.6,7.2,0.2,86.4,Clear
2021-07-25,London,UK,18.4,8.2,0.0,35.9,Clear
2021-07-25,Tokyo,Japan,18.2,10.5,0.0,20,Clear
2021-07-25,Sydney,Australia,14.0,6.8,0.7,59.6,Clear
2021-07-25,Cairo,Egypt,27.9,20.9,0.0,25.0,Clear
2021-07-26,New York,USA,16.9,11.9,0.0,43.9,Sunny
2021-07-26,London,UK,11.5,8.4,2.7,73.6,Partly Cloudy
2021-07-26,Tokyo,Japan,18.5,10.8,1.0,77.8,Partly Cloudy
2021-07-26,Sydney,Australia,12.2,2.7,0.8,79.1,Partly Cloudy
2021-07-26,Cairo,Egypt,29.8,17.4,0.7,68.4,Sunny
2021-07-27,New York,USA,17.0,1.7,0.2,79.7,Clear
2021-07-27,London,UK,19.0,6.9,0.3,65.0,Partly Cloudy
2021-07-27,Tokyo,Japan,19.9,9.3,0.5,52.0,Partly Cloudy
2021-07-27,Sydney,Australia,20.7,5.7,0.1,50.3,Cloudy
2021-07-27,Cairo,Egypt,28.5,22.2,0.4,78.9,Partly Cloudy
2021-07-28,New York,USA,16.1,6.2,0.0,86.8,Clear
2021-07-28,London,UK,14.6,10.2,0.3,23.1,Clear
2021-07-28,Tokyo,Japan,20.4,9.7,2.8,64.9,Sunny
2021-07-28,Sydney,Australia,16.0,4.9,0.2,52.1,Sunny
2021-07-28,Cairo,Egypt,27.8,19.5,0.0,37.7,Partly Cloudy
2021-07-29,New York,USA,8.3,3.4,0.2,53.6,Clear
2021-07-29,London,UK,17.0,7.1,0.1,88.5,Sunny
2021-07-29,Tokyo,Japan,18.5,13.2,0.0,78.4,Light Rain
2021-07-29,Sydney,Australia,14.5,7.7,0.6,49.3,Partly Cloudy
2021-07-29,Cairo,Egypt,26.3,19.7,0.0,48.6,Light Rain
2021-07-30,New York,USA,11.8,3.2,0.1,54.2,Cloudy
2021-07-30,London,UK,15.9,6.8,0.3,20,Cloudy
2021-07-30,Tokyo,Japan,21.1,9.5,0.1,77.1,Clear
2021-07-30,Sydney,Australia,14.9,6.2,0.0,84.9,Partly Cloudy
2021-07-30,Cairo,Egypt,28.9,16.8,0.0,70.4,Hazy
2021-07-31,New York,USA,14.3,7.1,0.5,84.0,Light Rain
2021-07-31,London,UK,14.7,7.6,0.0,31.1,Clear
2021-07-31,Tokyo,Japan,17.7,9.7,0.1,28.8,Cloudy
2021-07-31,Sydney,Australia,14.7,3.9,1.3,57.5,Sunny
2021-07-31,Cairo,Egypt,26.4,20.9,0.1,61.3,Light Rain
2021-08-01,New York,USA,9.8,5.8,1.2,73.1,Cloudy
2021-08-01,London,UK,18.8,7.0,0.1,26.5,Partly Cloudy
2021-08-01,Tokyo,Japan,20.0,6.8,0.5,43.9,Cloudy
2021-08-01,Sydney,Australia,10.0,7.3,3.1,20,Sunny
2021-08-01,Cairo,Egypt,21.5,18.5,0.1,73.0,Clear
2021-08-02,New York,USA,10.4,4.8,0.9,68.4,Clear
2021-08-02,London,UK,12.7,10.7,0.9,77.1,Sunny
2021-08-02,Tokyo,Japan,15.4,10.4,4.1,32.5,Sunny
2021-08-02,Sydney,Australia,16.2,5.9,2.8,76.7,Clear
2021-08-02,Cairo,Egypt,31.8,20.1,0.0,38.1,Partly Cloudy
2021-08-03,New York,USA,11.9,5.2,1.1,20.9,Clear
2021-08-03,London,UK,13.9,7.6,2.9,72.8,Sunny
2021-08-03,Tokyo,Japan,14.5,8.2,0.3,41.3,Sunny
2021-08-03,Sydney,Australia,12.2,4.9,10.2,42.4,Heavy Rain
2021-08-03,Cairo,Egypt,26.7,18.3,0.2,29.0,Cloudy
2021-08-04,New York,USA,14.4,5.7,0.2,66.6,Sunny
2021-08-04,London,UK,14.9,5.4,0.0,75.5,Clear
2021-08-04,Tokyo,Japan,19.5,12.6,0.4,63.6,Sunny
2021-08-04,Sydney,Australia,16.4,9.3,0.0,43.9,Partly Cloudy
2021-08-04,Cairo,Egypt,27.2,18.8,0.0,77.2,Sunny
2021-08-05,New York,USA,14.0,4.1,0.9,75.8,Partly Cloudy
2021-08-05,London,UK,14.0,9.4,1.2,72.6,Cloudy
2021-08-05,Tokyo,Japan,17.4,11.7,0.3,85.4,Partly Cloudy
2021-08-05,Sydney,Australia,12.2,7.4,0.1,24.3,Partly Cloudy
2021-08-05,Cairo,Egypt,23.8,16.5,0.3,42.7,Partly Cloudy
2021-08-06,New York,USA,15.0,6.3,1.0,46.7,Partly Cloudy
2021-08-06,London,UK,12.5,6.9,1.1,34.1,Clear
2021-08-06,Tokyo,Japan,11.2,6.7,11.0,59.6,Heavy Rain
2021-08-06,Sydney,Australia,16.4,10.0,0.4,20,Cloudy
2021-08-06,Cairo,Egypt,28.4,21.7,0.1,43.1,Sunny
2021-08-07,New York,USA,10.9,4.0,2.3,87.0,Partly Cloudy
2021-08-07,London,UK,15.9,6.0,0.2,76.3,Partly Cloudy
2021-08-07,Tokyo,Japan,18.6,8.4,0.4,38.3,Light Rain
2021-08-07,Sydney,Australia,19.1,5.2,0.1,65.4,Cloudy
2021-08-07,Cairo,Egypt,29.0,16.3,0.0,44.9,Sunny
2021-08-08,New York,USA,10.6,6.3,0.0,67.3,Sunny
2021-08-08,London,UK,13.1,6.2,7.2,20,Heavy Rain
2021-08-08,Tokyo,Japan,15.0,7.7,0.4,37.2,Clear
2021-08-08,Sydney,Australia,9.7,7.699999999999999,0.7,45.5,Clear
2021-08-08,Cairo,Egypt,25.8,20.0,0.0,39.6,Clear
2021-08-09,New York,USA,12.4,4.9,0.8,61.0,Light Rain
2021-08-09,London,UK,14.6,6.7,1.3,54.2,Light Rain
2021-08-09,Tokyo,Japan,19.8,11.8,1.5,48.8,Light Rain
2021-08-09,Sydney,Australia,13.6,7.3,0.2,33.5,Partly Cloudy
2021-08-09,Cairo,Egypt,29.0,17.6,0.1,52.7,Sunny
2021-08-10,New York,USA,16.6,5.2,2.4,74.1,Clear
2021-08-10,London,UK,9.2,5.8,0.9,71.5,Partly Cloudy
2021-08-10,Tokyo,Japan,15.5,8.2,0.2,63.5,Cloudy
2021-08-10,Sydney,Australia,14.7,9.8,2.5,54.0,Sunny
2021-08-10,Cairo,Egypt,25.4,19.7,0.2,77.0,Cloudy
2021-08-11,New York,USA,10.9,-0.4,0.1,64.4,Clear
2021-08-11,London,UK,15.8,6.3,0.2,28.8,Clear
2021-08-11,Tokyo,Japan,19.2,6.9,0.3,99,Light Rain
2021-08-11,Sydney,Australia,14.2,9.8,0.1,61.4,Light Rain
2021-08-11,Cairo,Egypt,22.1,20.1,0.0,62.7,Cloudy
2021-08-12,New York,USA,9.6,0.7,0.9,42.4,Light Rain
2021-08-12,London,UK,17.2,5.4,0.2,63.4,Cloudy
2021-08-12,Tokyo,Japan,14.6,8.5,0.5,50.8,Sunny
2021-08-12,Sydney,Australia,16.3,12.2,1.7,72.4,Sunny
2021-08-12,Cairo,Egypt,22.2,14.7,0.0,99,Cloudy
2021-08-13,New York,USA,11.6,3.4,0.0,73.3,Sunny
2021-08-13,London,UK,10.8,7.0,0.4,68.7,Clear
2021-08-13,Tokyo,Japan,20.3,9.2,0.1,35.5,Clear
2021-08-13,Sydney,Australia,17.7,8.2,0.1,41.8,Cloudy
2021-08-13,Cairo,Egypt,25.0,17.4,0.0,37.9,Cloudy
2021-08-14,New York,USA,10.1,3.0,0.0,45.7,Sunny
2021-08-14,London,UK,12.7,6.5,0.5,33.0,Cloudy
2021-08-14,Tokyo,Japan,18.0,8.2,2.7,63.1,Cloudy
2021-08-14,Sydney,Australia,18.6,12.5,9.0,58.6,Heavy Rain
2021-08-14,Cairo,Egypt,24.5,18.9,0.0,70.6,Sunny
2021-08-15,New York,USA,13.1,3.1,0.7,50.7,Sunny
2021-08-15,London,UK,14.2,6.3,0.2,59.9,Cloudy
2021-08-15,Tokyo,Japan,16.5,2.9,0.3,62.0,Partly Cloudy
2021-08-15,Sydney,Australia,15.1,7.8,4.1,97.1,Clear
2021-08-15,Cairo,Egypt,26.4,16.2,0.1,63.7,Sunny
2021-08-16,New York,USA,8.2,5.8,0.4,57.9,Light Rain
2021-08-16,London,UK,16.2,5.4,1.0,45.2,Cloudy
2021-08-16,Tokyo,Japan,16.7,5.5,0.2,56.6,Cloudy
2021-08-16,Sydney,Australia,19.5,11.1,1.4,79.4,Partly Cloudy
2021-08-16,Cairo,Egypt,26.5,14.9,0.8,89.1,Sunny
2021-08-17,New York,USA,13.3,4.4,0.0,72.0,Clear
2021-08-17,London,UK,12.2,9.0,3.0,67.5,Light Rain
2021-08-17,Tokyo,Japan,17.2,9.4,0.2,24.6,Sunny
2021-08-17,Sydney,Australia,16.5,9.1,0.5,76.7,Clear
2021-08-17,Cairo,Egypt,21.6,14.9,0.2,20,Clear
2021-08-18,New York,USA,8.6,0.9,0.1,58.8,Light Rain
2021-08-18,London,UK,14.8,3.1,0.1,62.6,Sunny
2021-08-18,Tokyo,Japan,18.2,4.1,0.1,33.1,Partly Cloudy
2021-08-18,Sydney,Australia,19.2,7.1,0.9,61.0,Sunny
2021-08-18,Cairo,Egypt,25.9,17.1,0.2,40.8,Partly Cloudy
2021-08-19,New York,USA,7.5,2.6,0.6,47.3,Partly Cloudy
2021-08-19,London,UK,11.3,3.1,0.7,56.0,Light Rain
2021-08-19,Tokyo,Japan,15.4,9.1,0.4,68.2,Sunny
2021-08-19,Sydney,Australia,12.4,9.8,0.0,60.0,Clear
2021-08-19,Cairo,Egypt,23.2,16.9,0.0,42.3,Clear
2021-08-20,New York,USA,13.7,-1.5,0.0,89.9,Light Rain
2021-08-20,London,UK,10.7,4.1,0.0,84.0,Sunny
2021-08-20,Tokyo,Japan,15.6,10.3,0.6,76.9,Clear
2021-08-20,Sydney,Australia,13.2,9.0,0.0,89.2,Cloudy
2021-08-20,Cairo,Egypt,22.3,16.5,0.0,32.2,Clear
2021-08-21,New York,USA,12.5,3.9,0.6,79.8,Cloudy
2021-08-21,London,UK,13.3,5.3,0.2,99,Sunny
2021-08-21,Tokyo,Japan,17.3,7.7,0.1,66.7,Partly Cloudy
2021-08-21,Sydney,Australia,17.7,10.1,0.4,81.1,Cloudy
2021-08-21,Cairo,Egypt,23.0,12.7,0.0,80.8,Clear
2021-08-22,New York,USA,7.0,0.2,0.4,78.2,Overcast
2021-08-22,London,UK,13.7,3.6,1.2,90.2,Partly Cloudy
2021-08-22,Tokyo,Japan,15.5,6.9,0.4,48.0,Clear
2021-08-22,Sydney,Australia,20.3,11.2,1.2,52.6,Clear
2021-08-22,Cairo,Egypt,22.1,15.2,0.1,46.4,Sunny
2021-08-23,New York,USA,5.8,-0.5,0.4,74.2,Snow
2021-08-23,London,UK,10.1,4.5,0.5,80.4,Sunny
2021-08-23,Tokyo,Japan,11.8,4.7,7.5,74.7,Heavy Rain
2021-08-23,Sydney,Australia,16.6,11.9,0.2,56.6,Cloudy
2021-08-23,Cairo,Egypt,20.5,13.6,0.0,31.8,Cloudy
2021-08-24,New York,USA,6.7,1.6,0.2,58.6,Partly Cloudy
2021-08-24,London,UK,11.0,6.4,1.0,80.5,Sunny
2021-08-24,Tokyo,Japan,9.6,5.5,1.2,55.0,Partly Cloudy
2021-08-24,Sydney,Australia,19.8,10.0,0.2,45.5,Light Rain
2021-08-24,Cairo,Egypt,22.5,13.4,0.0,88.1,Light Rain
2021-08-25,New York,USA,11.4,3.7,0.0,59.5,Clear
2021-08-25,London,UK,12.7,6.5,0.3,62.2,Clear
2021-08-25,Tokyo,Japan,13.9,3.6,2.0,79.6,Clear
2021-08-25,Sydney,Australia,15.3,10.7,1.1,50.8,Light Rain
2021-08-25,Cairo,Egypt,23.9,15.5,0.0,68.1,Light Rain
2021-08-26,New York,USA,8.5,0.7,0.6,39.1,Cloudy
2021-08-26,London,UK,13.2,-0.6,0.7,54.8,Clear
2021-08-26,Tokyo,Japan,13.5,5.0,0.8,79.3,Cloudy
2021-08-26,Sydney,Australia,20.5,7.3,0.0,52.2,Sunny
2021-08-26,Cairo,Egypt,21.7,10.9,0.0,99,Sunny
2021-08-27,New York,USA,9.6,-1.7,0.5,73.8,Sunny
2021-08-27,London,UK,12.6,4.9,0.2,93.4,Partly Cloudy
2021-08-27,Tokyo,Japan,12.7,4.8,0.2,83.8,Cloudy
2021-08-27,Sydney,Australia,18.5,10.1,1.5,29.7,Clear
2021-08-27,Cairo,Egypt,15.5,12.1,0.0,37.1,Light Rain
2021-08-28,New York,USA,7.7,4.4,0.1,31.9,Cloudy
2021-08-28,London,UK,11.1,5.8,1.9,64.9,Sunny
2021-08-28,Tokyo,Japan,15.9,6.3,0.1,60.7,Cloudy
2021-08-28,Sydney,Australia,18.8,9.0,0.1,49.5,Light Rain
2021-08-28,Cairo,Egypt,22.2,12.6,0.0,38.4,Clear
2021-08-29,New York,USA,8.6,-1.1,0.6,84.2,Light Rain
2021-08-29,London,UK,15.3,3.8,0.3,58.7,Sunny
2021-08-29,Tokyo,Japan,9.1,3.3,0.3,52.7,Light Rain
2021-08-29,Sydney,Australia,22.4,11.4,8.0,63.0,Heavy Rain
2021-08-29,Cairo,Egypt,22.2,13.8,0.0,60.7,Partly Cloudy
2021-08-30,New York,USA,4.9,2.3,0.2,66.0,Overcast
2021-08-30,London,UK,9.0,7.0,0.1,72.5,Clear
2021-08-30,Tokyo,Japan,9.3,2.0,0.0,56.1,Clear
2021-08-30,Sydney,Australia,17.8,10.0,0.4,45.3,Light Rain
2021-08-30,Cairo,Egypt,16.3,12.1,0.1,83.6,Sunny
2021-08-31,New York,USA,7.8,-2.7,0.4,90.8,Sunny
2021-08-31,London,UK,11.3,1.7,0.6,58.0,Clear
2021-08-31,Tokyo,Japan,12.2,3.4,0.1,86.5,Partly Cloudy
2021-08-31,Sydney,Australia,17.4,12.1,1.2,41.0,Light Rain
2021-08-31,Cairo,Egypt,19.0,12.3,0.1,53.1,Clear
2021-09-01,New York,USA,5.2,-0.2,0.1,65.8,Overcast
2021-09-01,London,UK,9.9,4.9,0.0,54.3,Clear
2021-09-01,Tokyo,Japan,9.2,6.9,0.5,95.7,Cloudy
2021-09-01,Sydney,Australia,20.9,8.5,0.8,52.5,Light Rain
2021-09-01,Cairo,Egypt,22.5,19.3,0.0,53.1,Clear
2021-09-02,New York,USA,11.2,-0.9,0.4,69.2,Sunny
2021-09-02,London,UK,10.6,6.0,1.5,89.3,Sunny
2021-09-02,Tokyo,Japan,10.3,1.0,0.0,80.7,Light Rain
2021-09-02,Sydney,Australia,19.2,9.4,0.2,69.7,Light Rain
2021-09-02,Cairo,Egypt,20.7,13.4,0.8,25.7,Cloudy
2021-09-03,New York,USA,8.9,2.5,0.2,61.4,Clear
2021-09-03,London,UK,9.0,3.7,0.1,41.1,Clear
2021-09-03,Tokyo,Japan,10.7,2.7,0.0,30.3,Partly Cloudy
2021-09-03,Sydney,Australia,23.5,11.9,0.1,64.7,Clear
2021-09-03,Cairo,Egypt,17.6,14.3,0.1,72.6,Partly Cloudy
2021-09-04,New York,USA,7.4,-1.7,0.5,92.3,Cloudy
2021-09-04,London,UK,14.1,6.2,0.0,92.7,Clear
2021-09-04,Tokyo,Japan,5.5,2.1,0.1,29.5,Partly Cloudy
2021-09-04,Sydney,Australia,18.8,10.2,0.3,43.5,Light Rain
2021-09-04,Cairo,Egypt,24.0,12.1,0.0,68.4,Light Rain
2021-09-05,New York,USA,6.6,0.3,0.9,75.0,Partly Cloudy
2021-09-05,London,UK,10.6,5.4,0.1,78.1,Sunny
2021-09-05,Tokyo,Japan,7.5,3.5,0.5,92.0,Snow
2021-09-05,Sydney,Australia,19.6,11.0,0.1,59.7,Clear
2021-09-05,Cairo,Egypt,20.6,15.6,0.0,80.0,Sunny
2021-09-06,New York,USA,4.5,-2.3,7.2,98.6,Snowfall
2021-09-06,London,UK,13.7,1.5,0.2,65.9,Sunny
2021-09-06,Tokyo,Japan,12.5,2.5,0.9,60.4,Sunny
2021-09-06,Sydney,Australia,14.5,12.3,0.5,46.4,Sunny
2021-09-06,Cairo,Egypt,23.3,12.6,5.3,77.9,Heavy Rain
2021-09-07,New York,USA,4.0,-4.5,0.1,49.1,Cloudy
2021-09-07,London,UK,10.6,0.9,0.9,20,Cloudy
2021-09-07,Tokyo,Japan,14.1,3.8,0.1,57.9,Partly Cloudy
2021-09-07,Sydney,Australia,21.4,14.9,0.9,36.3,Cloudy
2021-09-07,Cairo,Egypt,19.6,10.3,1.1,20,Light Rain
2021-09-08,New York,USA,6.6,-5.1,0.3,86.2,Drizzle
2021-09-08,London,UK,10.7,0.6,0.5,69.0,Clear
2021-09-08,Tokyo,Japan,6.3,2.0,0.0,42.3,Drizzle
2021-09-08,Sydney,Australia,20.8,15.0,0.4,46.3,Cloudy
2021-09-08,Cairo,Egypt,14.6,10.8,0.1,41.3,Light Rain
2021-09-09,New York,USA,4.6,0.3,1.1,54.8,Drizzle
2021-09-09,London,UK,13.7,2.0,7.4,60.8,Heavy Rain
2021-09-09,Tokyo,Japan,10.5,4.4,0.6,37.9,Cloudy
2021-09-09,Sydney,Australia,15.0,10.8,0.1,69.0,Cloudy
2021-09-09,Cairo,Egypt,17.3,10.3,0.0,32.3,Sunny
2021-09-10,New York,USA,5.0,-1.9,0.0,54.9,Drizzle
2021-09-10,London,UK,7.0,4.8,0.0,65.7,Overcast
2021-09-10,Tokyo,Japan,7.6,-0.4,0.5,82.5,Partly Cloudy
2021-09-10,Sydney,Australia,22.9,13.3,0.4,53.5,Clear
2021-09-10,Cairo,Egypt,20.9,9.3,0.0,52.5,Light Rain
2021-09-11,New York,USA,7.2,-3.4,0.1,65.2,Sunny
2021-09-11,London,UK,11.4,-0.3,0.1,59.2,Partly Cloudy
2021-09-11,Tokyo,Japan,10.0,-1.3,0.2,83.5,Sunny
2021-09-11,Sydney,Australia,22.0,15.8,0.1,36.5,Cloudy
2021-09-11,Cairo,Egypt,19.4,12.2,0.1,44.8,Cloudy
2021-09-12,New York,USA,2.9,-1.9,1.0,68.3,Sunny
2021-09-12,London,UK,10.0,2.4,0.1,71.4,Partly Cloudy
2021-09-12,Tokyo,Japan,3.8,-0.4,0.9,66.6,Drizzle
2021-09-12,Sydney,Australia,17.8,9.0,0.1,52.4,Light Rain
2021-09-12,Cairo,Egypt,14.7,8.9,0.0,46.6,Partly Cloudy
2021-09-13,New York,USA,2.1,-6.6,0.0,52.9,Snow
2021-09-13,London,UK,8.1,0.5,0.1,63.7,Clear
2021-09-13,Tokyo,Japan,7.2,3.7,0.1,65.8,Partly Cloudy
2021-09-13,Sydney,Australia,25.3,14.9,0.1,79.8,Sunny
2021-09-13,Cairo,Egypt,17.8,13.7,0.0,39.2,Light Rain
2021-09-14,New York,USA,4.4,-5.2,0.0,73.9,Cloudy
2021-09-14,London,UK,9.8,-1.8,1.4,83.4,Partly Cloudy
2021-09-14,Tokyo,Japan,9.3,0.5,1.3,70.0,Sunny
2021-09-14,Sydney,Australia,21.0,12.6,1.0,86.0,Clear
2021-09-14,Cairo,Egypt,16.5,9.7,0.0,48.5,Sunny
2021-09-15,New York,USA,5.4,-3.0,0.1,71.4,Overcast
2021-09-15,London,UK,12.0,-1.2,2.1,99,Clear
2021-09-15,Tokyo,Japan,10.7,2.5,0.2,64.3,Clear
2021-09-15,Sydney,Australia,21.2,14.2,0.2,41.4,Clear
2021-09-15,Cairo,Egypt,13.4,11.1,0.1,76.3,Clear
2021-09-16,New York,USA,3.2,-6.2,1.1,47.3,Partly Cloudy
2021-09-16,London,UK,3.5,0.0,14.6,77.9,Snowfall
2021-09-16,Tokyo,Japan,10.2,-2.7,2.0,42.0,Cloudy
2021-09-16,Sydney,Australia,21.6,15.0,0.1,49.0,Clear
2021-09-16,Cairo,Egypt,22.9,10.1,0.0,90.1,Light Rain
2021-09-17,New York,USA,-0.4,-6.8,0.2,69.6,Snow
2021-09-17,London,UK,8.2,1.6,1.5,75.8,Light Rain
2021-09-17,Tokyo,Japan,13.0,-2.7,0.4,78.3,Sunny
2021-09-17,Sydney,Australia,16.6,14.600000000000001,0.0,60.3,Clear
2021-09-17,Cairo,Egypt,18.1,11.5,0.3,52.1,Light Rain
2021-09-18,New York,USA,5.4,-0.9,0.1,52.3,Cloudy
2021-09-18,London,UK,10.4,2.9,3.5,76.5,Cloudy
2021-09-18,Tokyo,Japan,6.1,0.2,0.3,58.1,Cloudy
2021-09-18,Sydney,Australia,19.1,15.7,0.1,84.3,Partly Cloudy
2021-09-18,Cairo,Egypt,14.3,9.1,0.1,39.9,Clear
2021-09-19,New York,USA,1.7,-5.3,0.7,69.8,Overcast
2021-09-19,London,UK,3.2,0.5,0.3,55.6,Snow
2021-09-19,Tokyo,Japan,3.8,-0.3,1.0,87.9,Sunny
2021-09-19,Sydney,Australia,22.4,11.8,0.1,25.4,Partly Cloudy
2021-09-19,Cairo,Egypt,17.1,11.8,0.0,76.6,Partly Cloudy
2021-09-20,New York,USA,10.2,-4.3,0.6,70.7,Partly Cloudy
2021-09-20,London,UK,5.6,1.5,0.0,60.5,Partly Cloudy
2021-09-20,Tokyo,Japan,9.6,-0.5,0.3,38.4,Partly Cloudy
2021-09-20,Sydney,Australia,29.2,12.1,0.0,36.2,Hazy
2021-09-20,Cairo,Egypt,17.0,5.8,0.0,34.6,Partly Cloudy
2021-09-21,New York,USA,2.2,-3.6,0.0,61.4,Snow
2021-09-21,London,UK,9.4,1.0,0.0,76.3,Partly Cloudy
2021-09-21,Tokyo,Japan,6.6,-3.2,0.1,77.2,Drizzle
2021-09-21,Sydney,Australia,20.8,12.5,0.1,55.8,Clear
2021-09-21,Cairo,Egypt,20.6,9.4,0.0,43.2,Sunny
2021-09-22,New York,USA,5.1,-4.7,0.1,71.6,Cloudy
2021-09-22,London,UK,7.5,1.4,1.7,64.2,Sunny
2021-09-22,Tokyo,Japan,6.8,-5.6,0.3,86.6,Snow
2021-09-22,Sydney,Australia,22.8,13.7,0.1,59.4,Partly Cloudy
2021-09-22,Cairo,Egypt,14.5,11.4,0.0,44.4,Clear
2021-09-23,New York,USA,-2.7,-4.7,0.2,86.7,Snow
2021-09-23,London,UK,5.6,-1.3,0.1,76.9,Partly Cloudy
2021-09-23,Tokyo,Japan,7.4,1.4,0.3,50.6,Sunny
2021-09-23,Sydney,Australia,22.9,13.3,0.1,42.7,Sunny
2021-09-23,Cairo,Egypt,15.7,9.2,0.1,36.7,Clear
2021-09-24,New York,USA,1.4,-2.3,0.1,98.7,Drizzle
2021-09-24,London,UK,8.4,-4.1,0.3,65.7,Light Rain
2021-09-24,Tokyo,Japan,7.1,-3.9,0.0,46.3,Drizzle
2021-09-24,Sydney,Australia,23.2,17.6,2.0,20,Partly Cloudy
2021-09-24,Cairo,Egypt,16.0,3.8,0.1,69.5,Clear
2021-09-25,New York,USA,5.7,-7.0,0.1,98.0,Partly Cloudy
2021-09-25,London,UK,6.9,1.8,1.1,63.7,Overcast
2021-09-25,Tokyo,Japan,5.9,-6.3,0.2,61.5,Snow
2021-09-25,Sydney,Australia,24.5,13.3,0.1,42.6,Light Rain
2021-09-25,Cairo,Egypt,17.0,6.0,0.0,96.6,Partly Cloudy
2021-09-26,New York,USA,0.3,-5.5,0.1,74.2,Sunny
2021-09-26,London,UK,12.3,-0.8,0.1,90.4,Sunny
2021-09-26,Tokyo,Japan,6.5,-2.4,0.4,50.5,Sunny
2021-09-26,Sydney,Australia,19.1,14.8,0.7,20,Clear
2021-09-26,Cairo,Egypt,9.5,7.5,0.1,62.0,Partly Cloudy
2021-09-27,New York,USA,2.0,-8.1,0.0,32.0,Overcast
2021-09-27,London,UK,7.3,1.5,0.0,48.7,Drizzle
2021-09-27,Tokyo,Japan,4.8,-1.8,0.1,73.5,Overcast
2021-09-27,Sydney,Australia,22.8,15.4,0.6,96.9,Clear
